,tweet_id,created_at,user_id,retweeted_status_id,retweeted_user_id,credibility_score
15963,1343225437066063872,2020-12-27 16:01:14+00:00,20849130,1343192505857290240,4572998716,52.0
15969,1343225641529978880,2020-12-27 16:02:03+00:00,1293807233713790976,1343150209229086726,1683455144,5.0
15971,1343225658558869504,2020-12-27 16:02:07+00:00,846045162,1343183709604892684,920750804,82.5
15973,1343225692817940482,2020-12-27 16:02:15+00:00,1252865350607069191,1343225396142157828,1072167411984551936,100.0
15975,1343225872384487425,2020-12-27 16:02:58+00:00,444837039,1343192505857290240,4572998716,52.0
15983,1343226062281568257,2020-12-27 16:03:43+00:00,1082807497415639041,1343225549251084288,1248216384577953792,5.0
15988,1343226165734109185,2020-12-27 16:04:08+00:00,1298909441740414976,1343222712932696075,331617619,82.5
15997,1343226641196060672,2020-12-27 16:06:01+00:00,846045162,1343168000187392000,3151825048,82.5
15999,1343226669360930826,2020-12-27 16:06:08+00:00,1236375482242936832,1343222712932696075,331617619,82.5
16005,1343226785765466112,2020-12-27 16:06:36+00:00,161649422,1343215061440098304,331617619,82.5
16009,1343226894267932680,2020-12-27 16:07:02+00:00,1248521058778583041,1343215061440098304,331617619,82.5
16012,1343227053722755075,2020-12-27 16:07:40+00:00,379699069,1343215061440098304,331617619,82.5
16013,1343227109150482433,2020-12-27 16:07:53+00:00,721765734909652997,1342937414969552897,1322629376421355521,62.0
16014,1343227250964127745,2020-12-27 16:08:27+00:00,1326159329897144321,1343168000187392000,3151825048,82.5
16017,1343227391406182400,2020-12-27 16:09:00+00:00,1097203348913168384,1343162967282610176,52424550,82.5
16020,1343227513267486724,2020-12-27 16:09:29+00:00,429708822,1343111306291924994,461259337,52.0
16023,1343227649414590465,2020-12-27 16:10:02+00:00,1249068072360697862,1343221651790581762,7950242,82.5
16024,1343227687343689730,2020-12-27 16:10:11+00:00,764158187117371392,1343227023167168515,18935802,95.0
16026,1343227991342657537,2020-12-27 16:11:23+00:00,555300363,1343215061440098304,331617619,82.5
16032,1343228094753218563,2020-12-27 16:11:48+00:00,1262455122036228096,1343222712932696075,331617619,82.5
16035,1343228270020612097,2020-12-27 16:12:30+00:00,1342502335361273856,1343215061440098304,331617619,82.5
16036,1343228274202222592,2020-12-27 16:12:31+00:00,2902809855,1343220573581807616,2971149125,37.0
16038,1343228339675398144,2020-12-27 16:12:46+00:00,1214604980616867842,1343209743142236160,1075731883466653696,82.5
16040,1343228456679649282,2020-12-27 16:13:14+00:00,1208797459415207936,1343210182713757698,1181563222853337088,82.5
16041,1343228501793640448,2020-12-27 16:13:25+00:00,999596295525453824,1343217576705478657,431622091,17.5
16042,1343228550829273088,2020-12-27 16:13:37+00:00,283613414,1343215061440098304,331617619,82.5
16045,1343228664406822912,2020-12-27 16:14:04+00:00,1347491738,1343220573581807616,2971149125,37.0
16046,1343228737584771072,2020-12-27 16:14:21+00:00,828201973556076545,1343222712932696075,331617619,82.5
16047,1343228751346348035,2020-12-27 16:14:24+00:00,1035554172,1343215061440098304,331617619,82.5
16049,1343228763929247751,2020-12-27 16:14:27+00:00,1239874929916628992,1343207385649844224,82886693,82.5
16050,1343228780748414976,2020-12-27 16:14:31+00:00,862427176561512448,1343227645375500289,248176574,82.5
16054,1343229196345208837,2020-12-27 16:16:11+00:00,1245246947256139779,1343183709604892684,920750804,82.5
16064,1343229613519024131,2020-12-27 16:17:50+00:00,405659205,1343186894482509824,1248216384577953792,70.0
16068,1343229964271935488,2020-12-27 16:19:14+00:00,2340908304,1343183709604892684,920750804,82.5
16069,1343230003153154050,2020-12-27 16:19:23+00:00,1032081918,1343208999081152512,1292859248955854848,82.5
16070,1343230160842190849,2020-12-27 16:20:01+00:00,2869401167,1343192505857290240,4572998716,52.0
16071,1343230168060616704,2020-12-27 16:20:02+00:00,1249068072360697862,1343225953770733576,130096265,95.0
16072,1343230173777375232,2020-12-27 16:20:04+00:00,1391400608,1343222712932696075,331617619,82.5
16075,1343230323153317888,2020-12-27 16:20:39+00:00,200608632,1343183709604892684,920750804,82.5
16077,1343230465495470082,2020-12-27 16:21:13+00:00,1111179646538842112,1343100678068178952,4758512368,39.5
16083,1343230788729499648,2020-12-27 16:22:30+00:00,1149988568196112385,1343229778430730244,776465110856589312,95.0
16084,1343230826025201666,2020-12-27 16:22:39+00:00,110372659,1343229778430730244,776465110856589312,95.0
16085,1343230829930176512,2020-12-27 16:22:40+00:00,1127210403489034241,1343222712932696075,331617619,82.5
16086,1343230908887937024,2020-12-27 16:22:59+00:00,1053667560,1343183709604892684,920750804,82.5
16089,1343230958879838218,2020-12-27 16:23:11+00:00,1268907816703623176,1343222712932696075,331617619,82.5
16091,1343230984087605249,2020-12-27 16:23:17+00:00,1208291366918328320,1343192505857290240,4572998716,52.0
16094,1343231104774533120,2020-12-27 16:23:46+00:00,1047826945,1343220573581807616,2971149125,37.0
16096,1343231413986992128,2020-12-27 16:24:59+00:00,1140596424,1343183709604892684,920750804,82.5
16100,1343231667838853120,2020-12-27 16:26:00+00:00,301717777,1343229778430730244,776465110856589312,95.0
16101,1343231791197540357,2020-12-27 16:26:29+00:00,1236379816431169537,1343217553888473093,714783656234057728,82.5
16103,1343231836839931905,2020-12-27 16:26:40+00:00,1076779266619121665,1343230918752784384,776465110856589312,95.0
16104,1343231905441980416,2020-12-27 16:26:56+00:00,2557069733,1343183709604892684,920750804,82.5
16105,1343231906842869760,2020-12-27 16:26:57+00:00,161649422,1343229778430730244,776465110856589312,95.0
16106,1343232010110824449,2020-12-27 16:27:21+00:00,1127210403489034241,1343220573581807616,2971149125,37.0
16107,1343232094403756038,2020-12-27 16:27:42+00:00,4764729049,1343201962385403906,1280960872291106816,0.0
16108,1343232143942692865,2020-12-27 16:27:53+00:00,2729554988,1343230918752784384,776465110856589312,95.0
16109,1343232143993024514,2020-12-27 16:27:53+00:00,1220468887143186434,1343220573581807616,2971149125,37.0
16110,1343232206467117057,2020-12-27 16:28:08+00:00,1231518169149444096,1343230918752784384,776465110856589312,95.0
16111,1343232222640406532,2020-12-27 16:28:12+00:00,1170008913758052353,1343220573581807616,2971149125,37.0
16112,1343232224225873922,2020-12-27 16:28:12+00:00,1111179646538842112,1343230918752784384,776465110856589312,95.0
16116,1343232662039900160,2020-12-27 16:29:57+00:00,3432995584,1343229778430730244,776465110856589312,95.0
16118,1343232798413434888,2020-12-27 16:30:29+00:00,1001104042376998912,1343183709604892684,920750804,82.5
16119,1343232825630273538,2020-12-27 16:30:36+00:00,985533956,1343183381157318656,305236970,95.0
16120,1343232858870210560,2020-12-27 16:30:44+00:00,363158162,1343229778430730244,776465110856589312,95.0
16121,1343232878663110656,2020-12-27 16:30:48+00:00,246352595,1343220573581807616,2971149125,37.0
16122,1343232909780639751,2020-12-27 16:30:56+00:00,328525205,1343230918752784384,776465110856589312,95.0
16125,1343233021437214723,2020-12-27 16:31:23+00:00,1326990790413996044,1343168000187392000,3151825048,82.5
16128,1343233310059880448,2020-12-27 16:32:31+00:00,1085677224,1343111306291924994,461259337,52.0
16140,1343233680765046786,2020-12-27 16:34:00+00:00,1078759473962016769,1343192505857290240,4572998716,52.0
16143,1343233794095124486,2020-12-27 16:34:27+00:00,776430344841101312,1343175324608192514,2367326215,95.0
16144,1343233815536304128,2020-12-27 16:34:32+00:00,1151943181124198400,1343215061440098304,331617619,82.5
16145,1343233894485794817,2020-12-27 16:34:51+00:00,1106834588377198592,1343233612695695360,245969509,5.0
16147,1343233940929339393,2020-12-27 16:35:02+00:00,1249068072360697862,1343230357555081216,497349779,80.0
16149,1343233969136021506,2020-12-27 16:35:08+00:00,1296134026282115077,1343233517937979396,1940288287,37.0
16153,1343234009422295046,2020-12-27 16:35:18+00:00,268994593,1343222712932696075,331617619,82.5
16154,1343234010022084613,2020-12-27 16:35:18+00:00,718046691,1343233517937979396,1940288287,37.0
16156,1343234053340848128,2020-12-27 16:35:29+00:00,2725216048,1343229778430730244,776465110856589312,95.0
16157,1343234059976257543,2020-12-27 16:35:30+00:00,3305939879,1343233517937979396,1940288287,37.0
16158,1343234076422139904,2020-12-27 16:35:34+00:00,1006057344042766336,1343233612695695360,245969509,5.0
16159,1343234115391381504,2020-12-27 16:35:43+00:00,999280766,1343215061440098304,331617619,82.5
16160,1343234176720502784,2020-12-27 16:35:58+00:00,1001472962300731392,1343222712932696075,331617619,82.5
16162,1343234236237688833,2020-12-27 16:36:12+00:00,928345597182177286,1343220573581807616,2971149125,37.0
16170,1343234386863529988,2020-12-27 16:36:48+00:00,1978160941,1343184596524019713,36079217,95.0
16171,1343234390462255106,2020-12-27 16:36:49+00:00,961833858097332226,1343215061440098304,331617619,82.5
16175,1343234449501282304,2020-12-27 16:37:03+00:00,15073292,1343233517937979396,1940288287,37.0
16176,1343234451174805506,2020-12-27 16:37:03+00:00,1108766692056936448,1343222712932696075,331617619,82.5
16180,1343234559509475333,2020-12-27 16:37:29+00:00,880502911,1343224267887042563,1373273234,95.0
16181,1343234559798861825,2020-12-27 16:37:29+00:00,755103924550569984,1343215061440098304,331617619,82.5
16183,1343234582297128966,2020-12-27 16:37:35+00:00,1130955754830225409,1343221979084709889,3129162854,87.5
16186,1343234674240401411,2020-12-27 16:37:57+00:00,1560154380,1343150209229086726,1683455144,5.0
16189,1343234772924035077,2020-12-27 16:38:20+00:00,1236375482242936832,1343230918752784384,776465110856589312,95.0
16192,1343234944374628356,2020-12-27 16:39:01+00:00,1560154380,1343168000187392000,3151825048,82.5
16194,1343234988146364422,2020-12-27 16:39:11+00:00,1088748639349100544,1343183709604892684,920750804,82.5
16197,1343235098406248449,2020-12-27 16:39:38+00:00,1267386347481858048,1343233517937979396,1940288287,37.0
16200,1343235328543485953,2020-12-27 16:40:33+00:00,1248950663880605696,1343225396142157828,1072167411984551936,100.0
16202,1343235521397612547,2020-12-27 16:41:19+00:00,4019910797,1343229778430730244,776465110856589312,95.0
16203,1343235548106862600,2020-12-27 16:41:25+00:00,1325223842902642696,1343222712932696075,331617619,82.5
16205,1343235576242307072,2020-12-27 16:41:32+00:00,1236375482242936832,1343215061440098304,331617619,82.5
16210,1343235659721535488,2020-12-27 16:41:52+00:00,1037076323599114241,1343183709604892684,920750804,82.5
16211,1343235736322117633,2020-12-27 16:42:10+00:00,926744200007188481,1343125249823535104,1158758131448590336,37.0
16213,1343235797898698760,2020-12-27 16:42:24+00:00,1166877775,1343235696337809414,1166877775,87.5
16216,1343235959907880961,2020-12-27 16:43:03+00:00,1149795425769197569,1343235869872967680,1683455144,5.0
16219,1343236140057452547,2020-12-27 16:43:46+00:00,841701064118284288,1343197366418104320,52424550,82.5
16220,1343236162597564416,2020-12-27 16:43:51+00:00,841701064118284288,1343200981216096256,52424550,82.5
16221,1343236171250479105,2020-12-27 16:43:54+00:00,632742781,1343188843428773889,746638522539466752,87.5
16225,1343236202321879046,2020-12-27 16:44:01+00:00,800969617082552320,1343230918752784384,776465110856589312,95.0
16228,1343236221905080320,2020-12-27 16:44:06+00:00,841701064118284288,1343193710020997120,52424550,82.5
16229,1343236239978356736,2020-12-27 16:44:10+00:00,20849130,1343235869872967680,1683455144,5.0
16233,1343236662797737988,2020-12-27 16:45:51+00:00,1170008913758052353,1343233517937979396,1940288287,37.0
16234,1343236685136584706,2020-12-27 16:45:56+00:00,555300363,1343235869872967680,1683455144,5.0
16236,1343236775997812737,2020-12-27 16:46:18+00:00,1620487452,1343163700417601536,1620487452,39.5
16237,1343236791965507584,2020-12-27 16:46:21+00:00,919417542,1343229778430730244,776465110856589312,95.0
16240,1343236868201177089,2020-12-27 16:46:40+00:00,3297867612,1340600922553106432,1322629376421355521,5.0
16243,1343236958219341828,2020-12-27 16:47:01+00:00,1310209976,1343188843428773889,746638522539466752,87.5
16244,1343236991484391425,2020-12-27 16:47:09+00:00,1321778595480612865,1343208999081152512,1292859248955854848,82.5
16245,1343237004830666754,2020-12-27 16:47:12+00:00,1335869869,1343233612695695360,245969509,5.0
16246,1343237040780017666,2020-12-27 16:47:21+00:00,841701064118284288,1343131558320898049,605614784,100.0
16249,1343237080667840512,2020-12-27 16:47:30+00:00,2754433686,1343229778430730244,776465110856589312,95.0
16250,1343237136703750144,2020-12-27 16:47:44+00:00,482752072,1343220573581807616,2971149125,37.0
16252,1343237195348520966,2020-12-27 16:47:58+00:00,806305806,1343220573581807616,2971149125,37.0
16254,1343237313128706053,2020-12-27 16:48:26+00:00,1016249336903159808,1343229778430730244,776465110856589312,95.0
16256,1343237396289224704,2020-12-27 16:48:46+00:00,4202067873,1343229778430730244,776465110856589312,95.0
16257,1343237406129008649,2020-12-27 16:48:48+00:00,919417542,1343215061440098304,331617619,82.5
16259,1343237429277417472,2020-12-27 16:48:53+00:00,34630086,1343233612695695360,245969509,5.0
16260,1343237445316448256,2020-12-27 16:48:57+00:00,750419127655858176,1343215061440098304,331617619,82.5
16261,1343237453088509959,2020-12-27 16:48:59+00:00,2378654494,1343215061440098304,331617619,82.5
16262,1343237479395192835,2020-12-27 16:49:05+00:00,1092667291383332867,1343237223429320704,4394960301,7.5
16263,1343237485325922304,2020-12-27 16:49:07+00:00,454096142,1343220573581807616,2971149125,37.0
16264,1343237533984034816,2020-12-27 16:49:18+00:00,1088748639349100544,1343230918752784384,776465110856589312,95.0
16267,1343237655224586241,2020-12-27 16:49:47+00:00,1020228091,1343163700417601536,1620487452,39.5
16268,1343237725294616576,2020-12-27 16:50:04+00:00,1342672347816452102,1343229778430730244,776465110856589312,95.0
16270,1343237808123731970,2020-12-27 16:50:24+00:00,1238868979730583559,1343215061440098304,331617619,82.5
16271,1343237844735815686,2020-12-27 16:50:32+00:00,2851228124,1343162967282610176,52424550,82.5
16272,1343237907134427137,2020-12-27 16:50:47+00:00,3297867612,1343235869872967680,1683455144,5.0
16279,1343238148407644160,2020-12-27 16:51:45+00:00,2378654494,1343233517937979396,1940288287,37.0
16280,1343238205131411457,2020-12-27 16:51:58+00:00,2378654494,1343222712932696075,331617619,82.5
16283,1343238221937967106,2020-12-27 16:52:02+00:00,96576495,1343215061440098304,331617619,82.5
16285,1343238248869597185,2020-12-27 16:52:09+00:00,359421043,1343233919005683713,1223200116670115850,95.0
16286,1343238261779681282,2020-12-27 16:52:12+00:00,254456570,1343237963673690112,544190590,82.5
16287,1343238296818900994,2020-12-27 16:52:20+00:00,610172744,1343230918752784384,776465110856589312,95.0
16292,1343238711367118849,2020-12-27 16:53:59+00:00,533019074,1343183709604892684,920750804,82.5
16294,1343238754631376899,2020-12-27 16:54:09+00:00,2254285283,1343183709604892684,920750804,82.5
16295,1343238804757508102,2020-12-27 16:54:21+00:00,499833049,1343134103667879936,276922911,5.0
16298,1343238863460966402,2020-12-27 16:54:35+00:00,429834351,1343183381157318656,305236970,95.0
16300,1343238883165790209,2020-12-27 16:54:40+00:00,508688015,1343211268564525057,1250872252800872449,82.5
16301,1343238972173070336,2020-12-27 16:55:01+00:00,778693643976581120,1343215061440098304,331617619,82.5
16305,1343239116260044806,2020-12-27 16:55:36+00:00,1097555706419531784,1343238209430544385,317671787,70.0
16306,1343239119540019200,2020-12-27 16:55:36+00:00,2201396904,1343183381157318656,305236970,95.0
16307,1343239135411236866,2020-12-27 16:55:40+00:00,804241860969504768,1343218688908996608,192899133,87.5
16310,1343239279112294403,2020-12-27 16:56:14+00:00,1013327078077366272,1343229778430730244,776465110856589312,95.0
16312,1343239295411302406,2020-12-27 16:56:18+00:00,1150751883566493696,1343208960959123459,2748105759,82.5
16313,1343239356551729157,2020-12-27 16:56:33+00:00,841701064118284288,1343208883746123777,52424550,82.5
16314,1343239412935782405,2020-12-27 16:56:46+00:00,4843423935,1343173035755495424,420351046,100.0
16315,1343239415292964864,2020-12-27 16:56:47+00:00,1238838550482821120,1343229778430730244,776465110856589312,95.0
16316,1343239557626658817,2020-12-27 16:57:21+00:00,393307261,1343183381157318656,305236970,95.0
16317,1343239659938336771,2020-12-27 16:57:45+00:00,2222783701,1343237954148425731,2280648054,95.0
16320,1343239723658174465,2020-12-27 16:58:00+00:00,1055228236114857984,1343220573581807616,2971149125,37.0
16322,1343239858068869122,2020-12-27 16:58:33+00:00,1065170347232845826,1343215061440098304,331617619,82.5
16326,1343239943976587265,2020-12-27 16:58:53+00:00,709029835432140800,1342937414969552897,1322629376421355521,62.0
16327,1343239963475906564,2020-12-27 16:58:58+00:00,2391956687,1343173035755495424,420351046,100.0
16328,1343239966416134145,2020-12-27 16:58:58+00:00,1236379816431169537,1343192505857290240,4572998716,52.0
16329,1343239990545932289,2020-12-27 16:59:04+00:00,418205392,1343183381157318656,305236970,95.0
16332,1343240195865518083,2020-12-27 16:59:53+00:00,1237670078201712641,1343222712932696075,331617619,82.5
16334,1343240244288696320,2020-12-27 17:00:05+00:00,1163185103784337413,1342956936438947847,326150500,7.5
16335,1343240246570450946,2020-12-27 17:00:05+00:00,1148275432929841152,1343215061440098304,331617619,82.5
16336,1343240255764377600,2020-12-27 17:00:07+00:00,1231998108025880576,1343215061440098304,331617619,82.5
16342,1343240700431921155,2020-12-27 17:01:53+00:00,714783656234057728,1343215061440098304,331617619,82.5
16344,1343240741942915075,2020-12-27 17:02:03+00:00,452351631,1343222712932696075,331617619,82.5
16347,1343240955512692736,2020-12-27 17:02:54+00:00,2615476385,1343208960959123459,2748105759,82.5
16348,1343241011984797702,2020-12-27 17:03:08+00:00,512534556,1343208883746123777,52424550,82.5
16350,1343241061012041734,2020-12-27 17:03:19+00:00,928345597182177286,1343233517937979396,1940288287,37.0
16351,1343241092028882945,2020-12-27 17:03:27+00:00,414108131,1343192505857290240,4572998716,52.0
16355,1343241342282067968,2020-12-27 17:04:26+00:00,158288741,1343192505857290240,4572998716,52.0
16356,1343241352264491008,2020-12-27 17:04:29+00:00,1111179646538842112,1343237223429320704,4394960301,7.5
16359,1343241468635455490,2020-12-27 17:04:56+00:00,1170008913758052353,1343241275143843840,537079214,20.0
16360,1343241515632648193,2020-12-27 17:05:08+00:00,512534556,1343200981216096256,52424550,82.5
16362,1343241532955045889,2020-12-27 17:05:12+00:00,917907628948418560,1343183709604892684,920750804,82.5
16364,1343241594783354883,2020-12-27 17:05:27+00:00,2303678935,1343241275143843840,537079214,20.0
16365,1343241660583587840,2020-12-27 17:05:42+00:00,555300363,1343241275143843840,537079214,20.0
16366,1343241804586643463,2020-12-27 17:06:17+00:00,3826480168,1343111306291924994,461259337,52.0
16373,1343242133755584513,2020-12-27 17:07:35+00:00,3590404697,1343122965572055041,274095255,82.5
16378,1343242410701316096,2020-12-27 17:08:41+00:00,1111179646538842112,1343163700417601536,1620487452,39.5
16380,1343242443685298176,2020-12-27 17:08:49+00:00,2970015723,1343208960959123459,2748105759,82.5
16383,1343242590221721603,2020-12-27 17:09:24+00:00,248176574,1343227645375500289,248176574,82.5
16384,1343242612602523652,2020-12-27 17:09:29+00:00,248176574,1343202075069603840,248176574,82.5
16385,1343242625743249415,2020-12-27 17:09:32+00:00,1273265383,1343215061440098304,331617619,82.5
16386,1343242640318468097,2020-12-27 17:09:36+00:00,248176574,1343199822078234626,248176574,82.5
16387,1343242664116953096,2020-12-27 17:09:42+00:00,248176574,1343186286098714624,248176574,82.5
16388,1343242728679739394,2020-12-27 17:09:57+00:00,619525996,1342853272890175495,14060262,95.0
16389,1343242749361926144,2020-12-27 17:10:02+00:00,1249068072360697862,1343237963673690112,544190590,82.5
16391,1343242764339863554,2020-12-27 17:10:05+00:00,1168168001096552448,1343215061440098304,331617619,82.5
16392,1343242778629779456,2020-12-27 17:10:09+00:00,1273265383,1343229778430730244,776465110856589312,95.0
16393,1343242847978401792,2020-12-27 17:10:25+00:00,1338614814,1343229778430730244,776465110856589312,95.0
16394,1343242915057967106,2020-12-27 17:10:41+00:00,47632098,1343195276425785345,146361863,82.5
16397,1343242989255098368,2020-12-27 17:10:59+00:00,2194400461,1343147107759382530,1341462944,82.0
16398,1343243030183206912,2020-12-27 17:11:09+00:00,1140668272867708929,1343241036441776134,473801195,80.0
16399,1343243050437500929,2020-12-27 17:11:14+00:00,45807009,1342970583588470784,2466343940,75.0
16400,1343243078266662913,2020-12-27 17:11:20+00:00,1024976264,1343238102526156802,998237902055395328,47.0
16401,1343243096994304000,2020-12-27 17:11:25+00:00,1013327078077366272,1343222712932696075,331617619,82.5
16402,1343243135040806912,2020-12-27 17:11:34+00:00,15073292,1343208999081152512,1292859248955854848,82.5
16406,1343243316243136513,2020-12-27 17:12:17+00:00,3028585335,1343111306291924994,461259337,52.0
16410,1343243408790446083,2020-12-27 17:12:39+00:00,1140668272867708929,1343208960959123459,2748105759,82.5
16411,1343243460980125698,2020-12-27 17:12:52+00:00,486422038,1343192505857290240,4572998716,52.0
16412,1343243471231082497,2020-12-27 17:12:54+00:00,1018468604843618309,1343186894482509824,1248216384577953792,70.0
16414,1343243663216947201,2020-12-27 17:13:40+00:00,1248766388354850821,1343222712932696075,331617619,82.5
16416,1343243689779462145,2020-12-27 17:13:46+00:00,1111179646538842112,1343238102526156802,998237902055395328,47.0
16421,1343243892125294595,2020-12-27 17:14:34+00:00,1620754188,1343242508676059137,1054832415800246272,82.5
16427,1343244226532925441,2020-12-27 17:15:54+00:00,395216717,1343243294655078400,403444000,95.0
16428,1343244268077522945,2020-12-27 17:16:04+00:00,555300363,1343242508676059137,1054832415800246272,82.5
16429,1343244313183068162,2020-12-27 17:16:15+00:00,500151862,1343237963673690112,544190590,82.5
16432,1343244393764048898,2020-12-27 17:16:34+00:00,2149665647,1343222712932696075,331617619,82.5
16433,1343244523611287553,2020-12-27 17:17:05+00:00,529656077,1343215061440098304,331617619,82.5
16434,1343244586110636032,2020-12-27 17:17:20+00:00,3426504598,1343229778430730244,776465110856589312,95.0
16435,1343244590376050689,2020-12-27 17:17:21+00:00,2149665647,1343241036441776134,473801195,80.0
16442,1343244613163872259,2020-12-27 17:17:26+00:00,2377247953,1343183709604892684,920750804,82.5
16444,1343244739013980169,2020-12-27 17:17:56+00:00,426097287,1342095349939363840,1673695388,5.0
16445,1343244815463493632,2020-12-27 17:18:14+00:00,1011465899600220160,1343243294655078400,403444000,95.0
16448,1343244979523772419,2020-12-27 17:18:54+00:00,1560154380,1343241036441776134,473801195,80.0
16449,1343244993616633856,2020-12-27 17:18:57+00:00,2405837416,1343229778430730244,776465110856589312,95.0
16450,1343245115335319556,2020-12-27 17:19:26+00:00,426097287,1342105072424144896,3327831430,17.5
16453,1343245214073417728,2020-12-27 17:19:49+00:00,2405837416,1343215061440098304,331617619,82.5
16454,1343245278141423616,2020-12-27 17:20:05+00:00,3099826691,1343215061440098304,331617619,82.5
16458,1343245360031019009,2020-12-27 17:20:24+00:00,156891379,1343183381157318656,305236970,95.0
16459,1343245390687166469,2020-12-27 17:20:32+00:00,1266315337705889793,1343225396142157828,1072167411984551936,100.0
16460,1343245391928717320,2020-12-27 17:20:32+00:00,307278565,1343217717118177281,1072167411984551936,100.0
16461,1343245445414457346,2020-12-27 17:20:45+00:00,1266315337705889793,1343217717118177281,1072167411984551936,100.0
16463,1343245646090924035,2020-12-27 17:21:32+00:00,72635392,1343183709604892684,920750804,82.5
16464,1343245713149464576,2020-12-27 17:21:48+00:00,1310196409640128512,1343183381157318656,305236970,95.0
16466,1343245816916561921,2020-12-27 17:22:13+00:00,904374802743427072,1343208999081152512,1292859248955854848,82.5
16472,1343245917332393987,2020-12-27 17:22:37+00:00,1214270543660142593,1343219745844310020,1248216384577953792,75.0
16475,1343246128041623553,2020-12-27 17:23:27+00:00,537079214,1343220573581807616,2971149125,37.0
16477,1343246297667674115,2020-12-27 17:24:08+00:00,324248045,1343218386474573825,1029307293928771584,82.5
16479,1343246371227361280,2020-12-27 17:24:25+00:00,1078759473962016769,1343218386474573825,1029307293928771584,82.5
16480,1343246626685673474,2020-12-27 17:25:26+00:00,384340494,1343183709604892684,920750804,82.5
16482,1343246719497207814,2020-12-27 17:25:48+00:00,973297348767076354,1343243630484586503,1292859248955854848,5.0
16483,1343246733606838272,2020-12-27 17:25:52+00:00,393562914,1343183709604892684,920750804,82.5
16492,1343247187053064194,2020-12-27 17:27:40+00:00,1151586460446941185,1343229778430730244,776465110856589312,95.0
16496,1343247648321634306,2020-12-27 17:29:30+00:00,1002095064309469184,1341330333678120960,2308107619,25.0
16497,1343247681913823238,2020-12-27 17:29:38+00:00,780387463571369985,1343243630484586503,1292859248955854848,5.0
16499,1343247706127544321,2020-12-27 17:29:44+00:00,245969509,1343229778430730244,776465110856589312,95.0
16500,1343247791104143360,2020-12-27 17:30:04+00:00,430544226,1343220573581807616,2971149125,37.0
16501,1343247797815009288,2020-12-27 17:30:05+00:00,632742781,1343229778430730244,776465110856589312,95.0
16504,1343247956716249089,2020-12-27 17:30:43+00:00,1315234951927869441,1343195401432788992,493849147,82.5
16508,1343248076224536578,2020-12-27 17:31:12+00:00,413031622,1343215061440098304,331617619,82.5
16510,1343248212447158278,2020-12-27 17:31:44+00:00,1238143563017474049,1343215061440098304,331617619,82.5
16513,1343248356018184192,2020-12-27 17:32:19+00:00,486422038,1343170119317524480,576702177,95.0
16520,1343248442831884288,2020-12-27 17:32:39+00:00,2937209879,1343120808550522880,1236933116230541312,82.5
16521,1343248444287315970,2020-12-27 17:32:40+00:00,85136516,1343229778430730244,776465110856589312,95.0
16523,1343248559228022785,2020-12-27 17:33:07+00:00,15073292,1343215061440098304,331617619,82.5
16524,1343248572020621316,2020-12-27 17:33:10+00:00,1168168001096552448,1343233517937979396,1940288287,37.0
16526,1343248614504718344,2020-12-27 17:33:20+00:00,1338614814,1343098539157696514,1007332857361190913,82.5
16527,1343248676437831682,2020-12-27 17:33:35+00:00,1020002929238073344,1343229778430730244,776465110856589312,95.0
16528,1343248737557217284,2020-12-27 17:33:50+00:00,138159406,1343229778430730244,776465110856589312,95.0
16529,1343248791705681920,2020-12-27 17:34:02+00:00,1006439924701245441,1343188843428773889,746638522539466752,87.5
16532,1343248845837361155,2020-12-27 17:34:15+00:00,901365473635446784,1343227023167168515,18935802,95.0
16534,1343249055049248774,2020-12-27 17:35:05+00:00,719190663502426112,1343233517937979396,1940288287,37.0
16539,1343249178697334784,2020-12-27 17:35:35+00:00,1193551225654038530,1343243630484586503,1292859248955854848,5.0
16541,1343249303599517701,2020-12-27 17:36:05+00:00,1341381399379652613,1343237963673690112,544190590,82.5
16542,1343249309140201474,2020-12-27 17:36:06+00:00,495106629,1343184596524019713,36079217,95.0
16543,1343249316358615040,2020-12-27 17:36:08+00:00,4726310069,1343220573581807616,2971149125,37.0
16544,1343249359664783360,2020-12-27 17:36:18+00:00,1283119898760224768,1343215061440098304,331617619,82.5
16545,1343249408234840065,2020-12-27 17:36:29+00:00,1215270813781450753,1343229778430730244,776465110856589312,95.0
16546,1343249418883977217,2020-12-27 17:36:32+00:00,18935802,1343248810752020486,365462238,95.0
16547,1343249486940930051,2020-12-27 17:36:48+00:00,18400781,1343229778430730244,776465110856589312,95.0
16549,1343249502426312705,2020-12-27 17:36:52+00:00,597492087,1343248035896205312,83186144,80.0
16551,1343249561578577921,2020-12-27 17:37:06+00:00,580096126,1343220573581807616,2971149125,37.0
16558,1343249872250658816,2020-12-27 17:38:20+00:00,39646784,1343183381157318656,305236970,95.0
16559,1343249878844141568,2020-12-27 17:38:22+00:00,929249360,1343229778430730244,776465110856589312,95.0
16563,1343250055613046784,2020-12-27 17:39:04+00:00,1088748639349100544,1343220573581807616,2971149125,37.0
16565,1343250124286246914,2020-12-27 17:39:20+00:00,15073292,1343112813263384576,1683455144,5.0
16566,1343250155596898306,2020-12-27 17:39:28+00:00,53074807,1343229778430730244,776465110856589312,95.0
16569,1343250300149387267,2020-12-27 17:40:02+00:00,1249068072360697862,1343237634232086532,2280648054,95.0
16571,1343250451744124929,2020-12-27 17:40:38+00:00,709029835432140800,1343229778430730244,776465110856589312,95.0
